time_s,room_c,dock_c,sink_c,t2_c,t3_c,t4_c,t5_c,t6_c,t7_c,tevap_c,tcond_c,q_room_w,q_dock_w,q_dock_external_w,q_useful_w,q_cascade_w,q_cascade_refrigerant_w,q_dock_refrigerant_w,q_evap_total_w,q_evap_load_requested_w,q_map_capacity_balance_error_w,q_cond_w,w_air_comp_w,w_air_turb_w,w_air_input_w,w_ref_comp_w,w_dock_fan_w,w_total_input_w,w_ref_isentropic_w,refrigerant_compressor_speed_rpm,refrigerant_compressor_map_capacity_w,refrigerant_compressor_volumetric_efficiency,refrigerant_compressor_suction_density_kg_m3,refrigerant_compressor_displacement_m3_per_rev,refrigerant_evaporating_pressure_pa,refrigerant_condensing_pressure_pa,refrigerant_pressure_ratio,refrigerant_condensing_pressure_from_tcond_pa,refrigerant_pressure_ratio_from_tcond,refrigerant_compressor_eta_is_effective,m_ref_kg_s,m_air_kg_s,air_pressure_ratio,air_damper_opening,air_damper_resistance_head_coefficient,air_compressor_map_mass_flow_kg_s,air_compressor_suction_density_kg_m3,air_compressor_suction_mixture_density_kg_m3,air_compressor_volumetric_flow_m3_s,air_compressor_isentropic_head_j_kg,air_compressor_isentropic_head_m,dock_evaporator_ua_w_k,dock_evaporator_ua_ref_w_k,dock_evaporator_lmtd_k,dock_evaporator_air_inlet_c,dock_evaporator_air_outlet_c,dock_evaporator_air_delta_t_k,dock_air_m_dot_kg_s,dock_fan_m_dot_kg_s,dock_air_flow_ratio,dock_fan_power_w,dock_fan_heat_w,humidity_ratio_room_kg_kg_da,room_relative_humidity,room_saturation_humidity_ratio_kg_kg_da,room_dry_air_mass_kg,room_moisture_infiltration_dry_air_mass_flow_kg_s,room_moisture_deposition_rate_kg_s,room_moisture_deposition_load_w,room_moisture_cumulative_deposited_water_kg,humidity_ratio_supply_vapor_kg_kg_da,humidity_ratio_supply_ice_kg_kg_da,ice_mass_flow_kg_s,valve_flow_kg_s,cascade_valve_flow_kg_s,dock_valve_flow_kg_s,compressor_map_flow_kg_s,m_ref_cascade_kg_s,m_ref_dock_kg_s,valve_opening,cascade_valve_opening,dock_valve_opening,refrigerant_subcooling_k,refrigerant_superheat_k,refrigerant_cascade_superheat_k,refrigerant_dock_superheat_k,refrigerant_raw_superheat_k,refrigerant_raw_cascade_superheat_k,refrigerant_raw_dock_superheat_k,refrigerant_compressor_work_w,refrigerant_compressor_isentropic_work_w,refrigerant_compressor_eta_is_target,cop_system,cop_room_only,base_room_load_w,base_dock_load_w,infiltration_magnitude_w,infiltration_room_w,infiltration_dock_w,infiltration_q_m3_s,infiltration_q_unprotected_m3_s,infiltration_sensible_w,infiltration_latent_w,infiltration_total_w,infiltration_cumulative_volume_m3,infiltration_velocity_m_s,infiltration_region_density_kg_m3,infiltration_indoor_density_kg_m3,infiltration_outdoor_density_kg_m3,infiltration_room_humidity_ratio_kg_kg_da,infiltration_outdoor_humidity_ratio_kg_kg_da,infiltration_stage,infiltration_door_open_fraction,infiltration_effective_length_m,infiltration_effective_volume_m3,infiltration_maximum_effective_length_m,load_w,dock_load_w,startup_initialization_enabled,startup_iterations,startup_newton_iterations,startup_cost,startup_solved_air_cycle_compressor_mass_flow_fixed_m_dot_kg_s,startup_solved_air_cycle_compressor_mass_flow_speed_rpm,startup_solved_air_cycle_regenerator_ua_w_k,startup_solved_boundary_conditions_load_after_w,startup_solved_boundary_conditions_load_before_w,startup_solved_boundary_conditions_sink_m_dot_kg_s,startup_solved_vcc_cycle_cascade_ua_w_k,startup_solved_vcc_cycle_compressor_displacement_m3_per_rev,startup_solved_vcc_cycle_compressor_eta_is,startup_solved_vcc_cycle_condenser_ua_w_k,startup_solved_vcc_cycle_dock_evaporator_ua_w_k,startup_solved_vcc_cycle_expansion_valves_cascade_flow_coefficient_m2,startup_solved_vcc_cycle_expansion_valves_cascade_opening,startup_solved_vcc_cycle_expansion_valves_dock_flow_coefficient_m2,startup_solved_vcc_cycle_expansion_valves_dock_opening,newton_iterations,pid_B1_air_before_room_to_air_compressor_speed_output,pid_B2_air_after_cascade_to_nh3_compressor_speed_output,pid_B3_cascade_superheat_to_cascade_expansion_valve_output,pid_B3_dock_superheat_to_dock_expansion_valve_output,pid_B4_subcooling_to_sink_flow_output,pid_B5_loading_dock_temperature_to_dock_air_flow_output
0.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.0954838202954916,0.07161287015592123,0.023870950139570375,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.375,0.375,0.125,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,1.0,812.0,812.0,0.0,4.027634451161993,15415.663181390977,36434.54574958496,42257.704602238395,42257.704602238395,6.112874298809886,4321.7045927464915,0.0014959135982669303,0.85,17711.168226710437,4632.441516551485,5.120453650957232e-06,0.375,5.1204522397099335e-06,0.125,0.0,,,,,,
1.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.0954838202955037,0.07161287015592728,0.02387095013957643,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.3750000000000317,0.3750000000000317,0.1250000000000317,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,,,1.0,15415.663181390977,1533.0,0.3750000000000317,0.1250000000000317,6.112874298809886,3.5
2.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.09548382029551353,0.07161287015593219,0.02387095013958134,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.3750000000000574,0.3750000000000574,0.12500000000005743,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,,,1.0,15415.663181390977,1533.0,0.3750000000000574,0.12500000000005743,6.112874298809886,3.5
3.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.09548382029552151,0.07161287015593618,0.023870950139585335,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.3750000000000783,0.3750000000000783,0.12500000000007835,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,,,1.0,15415.663181390977,1533.0,0.3750000000000783,0.12500000000007835,6.112874298809886,3.5
4.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.09548382029552804,0.07161287015593944,0.0238709501395886,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.37500000000009537,0.37500000000009537,0.12500000000009542,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,,,1.0,15415.663181390977,1533.0,0.37500000000009537,0.12500000000009542,6.112874298809886,3.5
5.0,-30.0,5.0,35.0,24.082169879134767,5.0,-26.5,-40.00098207090048,1.5,5.224478627496865e-10,-5.0,40.0,42257.704602238395,25750.0,25750.0,68007.7046022384,77250.0212908643,77250.0212908643,25750.0,103000.0212908643,103000.0212908643,103000.0212908643,127759.07284512662,91419.01130459177,56426.694615965884,38880.351876250985,24759.05155426231,0.0,63639.403430513295,21045.193821122964,1533.0,0.0,0.886918697191838,2.8167516788620213,0.0014959135982669303,354655.9902153604,1554533.227914083,4.383214356453171,1554533.227914083,4.383214356453171,0.85,0.09548382029549159,4.027634451161993,1.2667487812088805,1.0,0.0,4.0276344511626,1.2847212910722052,1.2850212022149787,3.1350258450224655,19293.25030638875,1967.364013846599,4632.441516551485,4632.441516551485,5.558623872097796,5.0,-2.320540156361051,7.3205401563610515,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,1.0,0.0002334323654385558,198.92221095423284,0.0,0.0,0.0,0.0,7.88469140381082e-05,0.0001545854514004476,0.0006226136897088707,0.09548382029553337,0.0716128701559421,0.023870950139591274,0.09548382029549163,0.07161287015592122,0.023870950139570375,0.37500000000010936,0.37500000000010936,0.12500000000010944,0.0,5.000000000522448,5.000000000522448,5.000000000522618,5.000000000522448,5.000000000522448,5.000000000522618,24759.05155426231,21045.193821122964,0.85,1.06864145382027,0.6640179248125544,42257.704602238395,25750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2663465782672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42257.704602238395,25750.0,,,,,,,,,,,,,,,,,,,,1.0,15415.663181390977,1533.0,0.37500000000010936,0.12500000000010944,6.112874298809886,3.5
6.0,-29.999963818353514,5.024506216974623,35.000057380385684,24.092044040467613,5.011404112915168,-26.498827029608503,-39.99919690014792,1.510267324170126,0.13166367525985834,-4.987783272320792,40.00167133910583,42250.441504005794,25781.64543493569,25781.64543493569,68032.08693894149,77243.82751071354,77243.82751071354,25781.64543493569,103025.47294564924,103025.47294564924,103025.47294564924,127789.3121718623,91417.41956683426,56424.033560126365,38881.540007453215,24763.839226213062,0.0,63645.379233666274,21049.2633422811,1533.0,0.0,0.8869747607103634,2.8164489557236876,0.0014959135982669303,354824.90027046594,1554605.2924841451,4.381330879820284,1554605.2924841451,4.381330879820284,0.85,0.09547974434473062,4.027634451161993,1.2667328649619596,1.0,0.0,4.027634451162294,1.2846732657422506,1.284973165673774,3.135143042643556,19292.91438288072,1967.3297591818534,4632.441516551485,4632.441516551485,5.565455136955134,5.024506216974623,-2.3050305093752534,7.329536726349876,3.5,3.5,1.0,0.0,0.0,0.0002334323654385558,0.9999962341988096,0.00023343324450174582,198.92218135385428,0.0,0.0,0.0,0.0,7.886284417166611e-05,0.0001545695212668897,0.0006225495289541412,0.09547974434129203,0.07160981319004936,0.023869931151242675,0.09547959345061986,0.07160981319262828,0.023869931152102345,0.3750000000001209,0.3750000000001209,0.12500000000012101,0.0,5.019239898091939,4.991682846849642,5.101930792109101,5.119446947580627,4.981634824811806,5.53337452235678,24763.839226213062,21049.2633422811,0.85,1.068924213479347,0.6638414604913961,42257.704602238395,25750.0,0.0,0.0,2972.3914718904807,0.04305261333907802,1.0763153334769495,1246.5351692627162,1725.8563026277643,2972.3914718904807,0.021653179457035803,0.4659373737995453,1.2663204014448195,1.2663465782672088,1.1523885827651905,0.003500620994181557,0.017415074648680477,1.0,0.5,1.5437092011570492,6.483578644859607,1.5437092011570492,42257.704602238395,28722.39147189048,,,,,,,,,,,,,,,,,,,,3.0,15415.663181390977,1533.0,0.3750000000001209,0.12500000000012101,6.112874298809886,3.5
7.0,-29.999816958604168,5.094364987642051,35.00033297547645,24.122022406104975,5.0460532052673495,-26.495229936745552,-39.993735566362716,1.5414661834086676,0.5872454710906823,-4.950677133179461,40.008142372624356,42228.36756732206,25894.245391940978,25894.245391940978,68122.61295926303,77224.91909111489,77224.91909111489,25894.245391940978,103119.16448305587,103119.16448305587,103119.16448305587,127905.53422435911,91412.47866681627,56415.92714302308,38885.0572486591,24786.36974130325,0.0,63671.42698996235,21068.41428010776,1533.4586987639213,0.0,0.8871398474863463,2.814810223568628,0.0014959135982669303,355338.3216414733,1554884.3334315512,4.375785663220381,1554884.3334315512,4.375785663220381,0.85,0.09547064078369862,4.027634451161993,1.266684299693443,1.0,0.0,4.027634451161452,1.284527355347063,1.2848272212166045,3.1354991658186813,19291.871645495732,1967.2234295601181,4632.441516551485,4632.441516551485,5.5897619644893775,5.094364987642051,-2.251666791430383,7.346031779072435,3.5073927087873447,3.5073927087873447,1.00211220251067,0.0,0.0,0.0002334323654385558,0.9999809491305468,0.00023343681261279845,198.9220612072793,0.0,0.0,0.0,0.0,7.891159735758973e-05,0.00015452076808096608,0.0006223531689429114,0.09547064077982581,0.07160207588571775,0.023868564894108053,0.09547035768383871,0.07160207588862237,0.023868564895076248,0.374999495426141,0.374999495426141,0.12500618380148684,0.0,5.108775560855804,4.963037315618635,5.546517888602523,5.537922604270136,4.9189451707879925,7.404501140047955,24786.36974130325,21068.41428010776,0.85,1.069908688712166,0.6632232001644829,42257.704602238395,25750.0,0.0,0.0,8527.29787203241,0.12359266457113746,3.089816614278434,3574.9649429060087,4952.332929126401,8527.29787203241,0.12744023122887546,0.668791474952042,1.2661926443934166,1.2662304253853798,1.1523885827651905,0.0035066423066013215,0.017415074648680477,1.0,1.0,2.130290117709674,17.89443698876126,2.130290117709674,42257.704602238395,34277.29787203241,,,,,,,,,,,,,,,,,,,,3.0,15415.663906229962,1533.4586987639213,0.374999495426141,0.12500618380148684,6.112874298809886,3.5073927087873447
8.0,-29.999527753237377,5.1734976588134955,35.00092562837463,24.16075860327112,5.090811617194006,-26.49049380868546,-39.98659607078878,1.5817776726412465,1.2152638050096698,-4.902836085936651,40.01792970179901,42199.903984039454,26055.479610689617,26055.479610689617,68255.38359472906,77200.5394909394,77200.5394909394,26055.479610689617,103256.019101629,103256.019101629,103256.019101629,128078.64162738677,91406.10146756761,56405.46596066421,38889.59500767045,24822.62252575776,0.0,63712.21753342821,21099.229146894097,1534.4586987639213,0.0,0.8873471511123465,2.8121961433958984,0.0014959135982669303,356001.1373762375,1555306.450085163,4.368824385078993,1555306.450085163,4.368824385078993,0.85,0.09546545593049233,4.027634451161993,1.2666216160776091,1.0,0.0,4.027634451162736,1.2843388762017212,1.2846386980718394,3.135959306217718,19290.52578865915,1967.086190356457,4632.441516551485,4632.441516551485,5.624567416036377,5.1734976588134955,-2.1740422044773418,7.347539863290837,3.5285076149669767,3.5285076149669767,1.0081450328477077,0.0,0.0,0.0002334323654385558,0.9999508495587663,0.00023344383930626097,198.92182460758391,0.0,0.0,0.0,0.0,7.897537347242624e-05,0.00015445699196612954,0.0006220963020656345,0.09546545592222543,0.0715935047707117,0.023871951151513717,0.09546619887056831,0.07159350477691138,0.02387195115358095,0.3749973483932937,0.3749973483932937,0.1250381704136282,0.0,5.2921059891556865,4.918811614097365,6.415219487814625,6.118099890946326,4.832700865938648,10.014091651929675,24822.62252575776,21099.229146894097,0.85,1.0713076115882667,0.6623518316859435,42257.704602238395,25750.0,0.0,0.0,9801.400151262915,0.14232841860942902,3.5582104652357223,4105.388410167738,5696.011741095178,9801.400151262915,0.2611209610387722,0.7701754253756976,1.266031670124619,1.2658993877626525,1.1523885827651905,0.0035238576282430934,0.017415074648680477,1.0,1.0,2.130290117709674,17.89443698876126,2.130290117709674,42257.704602238395,35551.40015126292,,,,,,,,,,,,,,,,,,,,3.0,15415.66684952633,1534.4586987639213,0.3749973483932937,0.1250381704136282,6.112874298809886,3.5285076149669767
9.0,-29.999090219003676,5.255726988648436,35.00184183826147,24.2015756078996,5.137949426594778,-26.485386259158204,-39.97897527934981,1.6242454667493218,1.8555752587891448,-4.852373606640798,40.028541339633726,42170.04248319489,26228.88009150512,26228.88009150512,68398.92257470002,77174.9510708691,77174.9510708691,26228.88009150512,103403.83116237422,103403.83116237422,103403.83116237422,128263.92475885346,91399.41859036779,56394.51000269357,38894.34287519357,24860.093596479244,0.0,63754.436471672816,21131.079557007357,1535.4586987639213,0.0,0.8875643872888508,2.8097632299152657,0.0014959135982669303,356701.32278399414,1555764.2161077382,4.361531950499255,1555764.2161077382,4.361531950499255,0.85,0.09546856460497814,4.027634451161993,1.2665558020723986,1.0,0.0,4.027634451160433,1.2841403749234557,1.2844401504545386,3.1364440600211405,19289.11542093866,1966.9423728733727,4632.441516551485,4632.441516551485,5.661999185049747,5.255726988648436,-2.0906824204525094,7.3464094091009455,3.552536579083099,3.552536579083099,1.0150104511665998,0.0,0.0,0.0002334323654385558,0.9999053142495065,0.0002334544702502775,198.9214666607098,0.0,0.0,0.0,0.0,7.904350151143028e-05,0.00015438886392712552,0.0006218219072286518,0.09546856460175146,0.07158436460931188,0.02388419999243959,0.0954691359234351,0.07158436461173129,0.023884199993246855,0.3749929230993339,0.3749929230993339,0.12511682527895254,0.0,5.555490227132282,4.8646464311518685,7.6381699725172325,6.707948865429955,4.74363164176674,12.688612917207536,24860.093596479244,21131.079557007357,0.85,1.072849614239643,0.6614448314029371,42257.704602238395,25750.0,0.0,0.0,10346.399671698004,0.15056626944183335,3.7641567360458303,4329.205857730083,6017.19381396792,10346.399671698004,0.40793889530613325,0.8147525402696604,1.2658554602665666,1.2655245365585317,1.1523885827651905,0.003543449170457991,0.017415074648680477,1.0,1.0,2.130290117709674,17.89443698876126,2.130290117709674,42257.704602238395,36096.399671698004,,,,,,,,,,,,,,,,,,,,3.0,15415.672649375223,1535.4586987639213,0.3749929230993339,0.12511682527895254,6.112874298809886,3.552536579083099
